,sentence,tags,encoded_tags
33,"['—', 'Porque', 'está', 'vacía', 'de', 'amor', 'de', 'Dios', 'y', 'no', 'se', 'mueve', 'a', 'obedecer', 'a', 'sus', 'mandamientos', 'ni', 'tiene', 'caridad', 'con', 'el', 'prójimo', 'para', 'hacerle', 'buenas', 'obras', '.']","['O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'JUS', 'JUS', 'O']","[0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 2, 2, 2, 2, 0, 0, 2, 2, 0]"
34,"['Del', 'bautismo', '.']","['O', 'SACRA', 'O']","[0, 4, 0]"
35,"['Maestro', '.']","['O', 'O']","[0, 0]"
36,"['—', 'Bien', 'está', '.']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
37,"['Pero', ',', 'pues', 'para', 'ser', 'cristiano', 'es', 'necesario', 'ser', 'bautizado', ',', 'di', 'qué', 'cosa', 'es', 'bautismo', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'SACRA', 'SACRA', 'O', 'O', 'O', 'O', 'O', 'SACRA', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, 4, 0]"
38,"['Niño', '.']","['O', 'O']","[0, 0]"
39,"['—', 'Es', 'un', 'lavamiento', 'de', 'regeneración', ',', 'y', 'renovación', ',', 'por', 'el', 'cual', 'somos', 'regenerados', 'espiritualmente', 'por', 'hijos', 'de', 'Dios', 'y', 'somos', 'por', 'él', ',', 'como', 'por', 'una', 'puerta', ',', 'metidos', 'en', 'su', 'santa', 'Iglesia', '.']","['O', 'O', 'O', 'SACRA', 'SACRA', 'SACRA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'SACRA', 'SACRA', 'SACRA', 'O', 'CHRI', 'CHRI', 'CHRI', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CHRI', 'CHRI', 'O']","[0, 0, 0, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 0, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0]"
40,"['Maestro', '.']","['O', 'O']","[0, 0]"
41,"['—', '¿', 'Qué', 'tiene', 'que', 'ver', 'el', 'agua', ',', 'siendo', 'cosa', 'corporal', ',', 'con', 'nuestra', 'regeneración', 'espiritual', 'en', 'el', 'bautismo', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'SACRA', 'SACRA', 'O', 'O', 'SACRA', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 4, 0, 0, 0]"
42,"['—', 'El', 'agua', ',', 'que', 'allí', 'vemos', ',', 'de', 'su', 'naturaleza', 'no', 'tiene', 'virtud', 'de', 'quitar', 'los', 'pecados', ',', 'sino', 'la', 'sangre', 'de', 'Cristo', ',', 'con', 'que', 'en', 'el', 'bautismo', 'somos', 'lavados', 'interiormente', ',', 'nos', 'limpia', 'de', 'todos', 'nuestros', 'pecados', 'y', 'nos', 'hace', 'hombres', 'nuevos', 'agradables', 'a', 'Dios', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GOD', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'O', 'O', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'O', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'O', 'O', 'O', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 2, 2, 2, 2, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 0, 4, 4, 4, 4, 0, 4, 4, 4, 4, 4, 4, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
43,"['Maestro', '.']","['O', 'O']","[0, 0]"
44,"['—', '¿', 'Qué', 'se', 'nos', 'declara', 'por', 'el', 'agua', 'del', 'bautismo', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'SACRA', 'SACRA', 'SACRA', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 0, 0, 0]"
45,"['—', 'Que', ',', 'como', 'con', 'el', 'agua', 'material', ',', 'es', 'lavado', 'el', 'cuerpo', 'por', 'de', 'fuera', ',', 'así', 'por', 'de', 'dentro', ',', 'con', 'la', 'gracia', 'divina', ',', 'en', 'el', 'bautismo', 'son', 'lavadas', 'y', 'purificadas', 'nuestras', 'ánimas', 'de', 'toda', 'suciedad', 'de', 'pecado', ',', 'y', 'quedamos', 'puros', 'y', 'limpios', 'delante', 'de', 'Dios', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GOD', 'GOD', 'O', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'O', 'SACRA', 'SACRA', 'SACRA', 'O', 'O', 'O', 'O', 'JUS', 'O', 'O', 'O', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 4, 4, 4, 4, 4, 0, 4, 4, 4, 0, 0, 0, 0, 2, 0, 0, 0, 4, 4, 4, 4, 4, 4, 0]"
46,"['Maestro', '.']","['O', 'O']","[0, 0]"
47,"['—', 'Por', 'manera', 'que', 'en', 'el', 'bautismo', 'nos', 'es', 'verdaderamente', 'ofrecido', 'perdón', 'general', 'de', 'pecados', ',', 'y', 'nosotros', 'con', 'verdad', 'lo', 'recibimos', ',', 'estando', 'dispuestos', 'como', 'conviene', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'SACRA', 'O', 'O', 'O', 'O', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
48,"['Niño', '.']","['O', 'O']","[0, 0]"
49,"['—', 'Es', 'así', '.']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
50,"['Porque', 'las', 'promesas', 'de', 'Dios', ',', 'en', 'que', 'nos', 'lo', 'promete', ',', 'son', 'verdaderas', 'y', 'firmes', ',', 'y', 'reciben', 'los', 'que', 'las', 'aceptan', 'lo', 'que', 'en', 'ellas', 'se', 'contiene', '.']","['O', 'GOD', 'GOD', 'GOD', 'GOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
51,"['Maestro', '.']","['O', 'O']","[0, 0]"
52,"['—', '¿', 'Cuántas', 'cosas', 'son', 'necesarias', 'en', 'el', 'bautismo', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'SACRA', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
53,"['—', 'Tres', ':', 'mandamiento', 'de', 'Dios', ',', 'y', 'promesa', 'de', 'perdón', 'de', 'pecados', ',', 'y', 'agua', 'natural', '.']","['O', 'O', 'O', 'GOD', 'GOD', 'GOD', 'O', 'O', 'GOD', 'GOD', 'GOD', 'GOD', 'GOD', 'O', 'O', 'SACRA', 'SACRA', 'O']","[0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 4, 4, 0]"
54,"['Maestro', '.']","['O', 'O']","[0, 0]"
55,"['—', '¿', 'Qué', 'significa', 'echarnos', 'el', 'agua', 'por', 'encima', 'cuando', 'nos', 'bautizan', ',', 'y', 'después', 'sacarnos', 'a', 'que', 'nos', 'dé', 'el', 'aire', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
56,"['—', 'El', 'echarnos', 'el', 'agua', 'por', 'encima', 'significa', 'la', 'muerte', 'de', 'todos', 'los', 'pecados', 'que', 'allí', 'se', 'hace', ';', 'y', 'el', 'sacarnos', 'al', 'aire', 'significa', 'la', 'resurrección', 'a', 'nueva', 'vida', 'de', 'gracia', 'y', 'de', 'obediencia', 'que', 'allí', 'nos', 'es', 'comunicada', ',', 'en', 'la', 'cual', 'hemos', 'siempre', 'de', 'vivir', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
57,"['Maestro', '.']","['O', 'O']","[0, 0]"
58,"['—', '¿', 'A', 'qué', 'fin', 'somos', 'bautizados', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'SACRA', 'SACRA', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 4, 4, 0, 0, 0]"
59,"['—', 'Para', 'ser', 'librados', 'de', 'todo', 'mal', 'e', 'incorporados', 'en', 'Cristo', ',', 'y', 'ser', 'hechos', 'participantes', 'del', 'beneficio', 'de', 'su', 'muerte', 'y', 'de', 'su', 'resurrección', '.']","['O', 'O', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'O', 'O', 'O', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'JUS', 'JUS', 'JUS', 'JUS', 'O', 'O', 'O', 'JUS', 'O']","[0, 0, 4, 4, 4, 4, 4, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 0, 2, 0]"
60,"['Maestro', '.']","['O', 'O']","[0, 0]"
61,"['—', '¿', 'Cómo', 'sabremos', 'eso', 'y', 'estaremos', 'ciertos', 'que', 'es', 'así', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
62,"['—', 'Porque', 'nos', 'lo', 'dice', 'Dios', 'por', 'la', 'boca', 'de', 'su', 'apóstol', ',', 'san', 'Pablo', ',', 'en', 'esta', 'manera', ':', '¿', 'No', 'sabéis', 'que', 'todos', 'los', 'que', 'hemos', 'sido', 'bautizados', 'en', 'Jesucristo', 'hemos', 'sido', 'bautizados', 'en', 'su', 'muerte', '?', 'Somos', ',', 'pues', ',', 'con', 'él', 'sepultados', 'en', 'su', 'muerte', 'por', 'el', 'bautismo', 'para', 'que', ',', 'como', 'Cristo', 'resucitó', 'de', 'los', 'muertos', 'por', 'la', 'gloria', 'del', 'Padre', ',', 'también', 'nosotros', 'semejantemente', 'andemos', 'en', 'novedad', 'de', 'vida', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'SACRA', 'O', 'O', 'O', 'O', 'PER', 'GOD', 'GOD', 'GOD', 'GOD', 'O', 'O', 'GOD', 'GOD', 'GOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 5, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
63,"['Maestro', '.']","['O', 'O']","[0, 0]"
64,"['—', '¿', 'Qué', 'contratos', 'y', 'conciertos', 'pasaron', 'entre', 'Dios', 'y', 'nosotros', 'en', 'nuestro', 'bautismo', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'SACRA', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
65,"['—', 'él', 'se', 'nos', 'declaró', 'por', 'nuestro', 'Dios', 'y', 'Padre', ',', 'y', 'nos', 'dio', 'palabra', 'de', 'tener', 'siempre', 'cuidado', 'de', 'nosotros', 'y', 'tratarnos', 'como', 'a', 'hijos', 'y', ',', 'al', 'fin', ',', 'darnos', 'la', 'vida', 'eterna', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'GOD', 'GOD', 'GOD', 'GOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GOD', 'GOD', 'GOD', 'GOD', 'O']","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
66,"['Maestro', '.']","['O', 'O']","[0, 0]"
67,"['—', 'Y', 'nosotros', ',', '¿', 'qué', 'hicimos', 'entonces', ',', 'recibido', 'tan', 'celestial', 'beneficio', '?', 'Niño', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
68,"['—', 'Renunciamos', 'allí', 'al', 'demonio', ',', 'a', 'su', 'reino', ',', 'a', 'todas', 'sus', 'obras', 'y', 'consejos', ',', 'al', 'mundo', 'y', 'a', 'la', 'carne', '.']","['O', 'SACRA', 'SACRA', 'SACRA', 'SACRA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
